 nbf
                   24
 nocc
                    5
 enrep
   8.4480348161852863     
 overlap
    1    1    1.00000000
    1    2   -0.21406265
    2    2    1.00000000
    1    3    0.19438415
    2    3    0.70860733
    3    3    1.00000000
    4    4    1.00000000
    5    5    1.00000000
    6    6    1.00000000
    4    7    0.50127148
    7    7    1.00000000
    5    8    0.50127148
    8    8    1.00000000
    6    9    0.50127148
    9    9    1.00000000
   10   10    1.00000000
   11   11    1.00000000
   12   12    1.00000000
   13   13    1.00000000
   14   14    1.00000000
    1   15    0.04109417
    2   15    0.22465324
    3   15    0.44053667
    4   15   -0.17115055
    6   15   -0.17115055
    7   15   -0.42855078
    9   15   -0.42855078
   12   15    0.05187662
   13   15   -0.17970587
   14   15    0.08985294
   15   15    1.00000000
    1   16    0.06461251
    2   16    0.30393276
    3   16    0.61304898
    4   16   -0.07648572
    6   16   -0.07648572
    7   16   -0.28688446
    9   16   -0.28688446
   12   16    0.00671319
   13   16   -0.02325516
   14   16    0.01162758
   15   16    0.68486025
   16   16    1.00000000
    1   17    0.05664496
    2   17    0.24490548
    3   17    0.26416184
    4   17   -0.11009742
    6   17   -0.25732694
    7   17    0.07552498
    9   17   -0.26928971
   12   17    0.20045827
   13   17   -0.14068348
   14   17   -0.02194565
   17   17    1.00000000
    5   18    0.14722953
    8   18    0.34481469
   10   18   -0.18457478
   11   18   -0.18457478
   18   18    1.00000000
    1   19    0.05664496
    2   19    0.24490548
    3   19    0.26416184
    4   19   -0.25732694
    6   19   -0.11009742
    7   19   -0.26928971
    9   19    0.07552498
   12   19   -0.11923462
   13   19   -0.14068348
   14   19    0.16262913
   19   19    1.00000000
    1   20    0.04109417
    2   20    0.22465324
    3   20    0.44053667
    4   20    0.17115055
    6   20   -0.17115055
    7   20    0.42855078
    9   20   -0.42855078
   12   20    0.05187662
   13   20    0.17970587
   14   20    0.08985294
   15   20    0.13211167
   16   20    0.31868695
   17   20    0.17370951
   20   20    1.00000000
    1   21    0.06461251
    2   21    0.30393276
    3   21    0.61304898
    4   21    0.07648572
    6   21   -0.07648572
    7   21    0.28688446
    9   21   -0.28688446
   12   21    0.00671319
   13   21    0.02325516
   14   21    0.01162758
   15   21    0.31868695
   16   21    0.62055216
   17   21    0.17787934
   20   21    0.68486025
   21   21    1.00000000
    1   22   -0.05664496
    2   22   -0.24490548
    3   22   -0.26416184
    4   22   -0.11009742
    6   22    0.25732694
    7   22    0.07552498
    9   22    0.26928971
   12   22   -0.20045827
   13   22   -0.14068348
   14   22    0.02194565
   15   22   -0.17370951
   16   22   -0.17787934
   17   22   -0.27291272
   22   22    1.00000000
    5   23    0.14722953
    8   23    0.34481469
   10   23    0.18457478
   11   23   -0.18457478
   18   23    0.05823210
   23   23    1.00000000
    1   24    0.05664496
    2   24    0.24490548
    3   24    0.26416184
    4   24    0.25732694
    6   24   -0.11009742
    7   24    0.26928971
    9   24    0.07552498
   12   24   -0.11923462
   13   24    0.14068348
   14   24    0.16262913
   19   24    0.05823210
   24   24    1.00000000
   -1   -1    0.00000000
 ke
    1    1   29.18664173
    1    2  -15.94965622
    2    2   10.36110421
    1    3    0.16779580
    2    3    0.47126333
    3    3    0.45345000
    4    4    4.32482633
    5    5    4.32482633
    6    6    4.32482633
    4    7    0.55816890
    7    7    0.68825000
    5    8    0.55816890
    8    8    0.68825000
    6    9    0.55816890
    9    9    0.68825000
   10   10    4.14750000
   11   11    4.14750000
   12   12    4.14750000
   13   13    4.14750000
   14   14    4.14750000
    1   15   -0.00848931
    2   15    0.02157956
    3   15    0.12432586
    4   15   -0.10612917
    6   15   -0.10612917
    7   15   -0.27577140
    9   15   -0.27577140
   12   15    0.06659035
   13   15   -0.23067573
   14   15    0.11533787
   15   15    0.96945723
    1   16    0.01592537
    2   16    0.07049228
    3   16    0.12363076
    4   16   -0.03485705
    6   16   -0.03485705
    7   16   -0.10522494
    9   16   -0.10522494
   12   16    0.00455544
   13   16   -0.01578052
   14   16    0.00789026
   15   16    0.20123413
   16   16    0.18300000
    1   17   -0.00496874
    2   17    0.20842466
    3   17    0.18781369
    4   17   -0.29935417
    6   17   -0.39485413
    7   17   -0.05569579
    9   17   -0.29241978
   12   17    0.39853130
   13   17   -0.51341639
   14   17    0.11218544
   17   17    1.81750000
    5   18    0.09549996
    8   18    0.23672398
   10   18   -0.28904551
   11   18   -0.28904551
   18   18    1.81750000
    1   19   -0.00496874
    2   19    0.20842466
    3   19    0.18781369
    4   19   -0.39485413
    6   19   -0.29935417
    7   19   -0.29241978
    9   19   -0.05569579
   12   19   -0.10211021
   13   19   -0.51341639
   14   19    0.40123095
   19   19    1.81750000
    1   20   -0.00848931
    2   20    0.02157956
    3   20    0.12432586
    4   20    0.10612917
    6   20   -0.10612917
    7   20    0.27577140
    9   20   -0.27577140
   12   20    0.06659035
   13   20    0.23067573
   14   20    0.11533787
   15   20   -0.02815954
   16   20    0.04565078
   17   20    0.01099801
   20   20    0.96945723
    1   21    0.01592537
    2   21    0.07049228
